,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,current_fungi_name,common_name,foray_date,foray_location,month,year,day,genus,species,edibility,foray_zip_code
4391,4391,4391,4391,4391,Spongipellis pachyodon,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Spongipellis,pachyodon,2,63960
4392,4392,4392,4392,4392,Lenzites elegans,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Lenzites,elegans,2,63960
4393,4393,4393,4393,4393,Tyromyces chioneus,White Cheese Polypore ,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Tyromyces,chioneus,2,63960
4394,4394,4394,4394,4394,Xylobolus subpileatus,Bacon of the Woods ,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Xylobolus,subpileatus,0,63960
4395,4395,4395,4395,4395,Auricularia auricula-judae,Jelly ear,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Auricularia,auricula-judae,4,63960
4396,4396,4396,4396,4396,Biscogniauxia atropunctatum,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Biscogniauxia,atropunctatum,0,63960
4397,4397,4397,4397,4397,Crucibulum crucibuliforme,White-egg Bird's Nest Fungus,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Crucibulum,crucibuliforme,2,63960
4398,4398,4398,4398,4398,Ganoderma lucidum,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Ganoderma,lucidum,4,63960
4399,4399,4399,4399,4399,Gymnopus iocephala,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Gymnopus,iocephala,0,63960
4400,4400,4400,4400,4400,Hericium coralloides,Coral tooth ,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Hericium,coralloides,4,63960
4401,4401,4401,4401,4401,Hydnochaete olivaceum,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Hydnochaete,olivaceum,0,63960
4402,4402,4402,4402,4402,Inonotus dryadeus,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Inonotus,dryadeus,2,63960
4403,4403,4403,4403,4403,Leucoagaricus americanus,Reddening Lepiota ,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Leucoagaricus,americanus,2,63960
4404,4404,4404,4404,4404,Nidularia pulvinata,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Nidularia,pulvinata,2,63960
4405,4405,4405,4405,4405,Phellinus gilvus,Mustard Yellow Polypore ,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Phellinus,gilvus,0,63960
4406,4406,4406,4406,4406,Pisolithus arrhizus,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Pisolithus,arrhizus,2,63960
4407,4407,4407,4407,4407,Pluteus petasatus,Scaly shield ,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Pluteus,petasatus,3,63960
4408,4408,4408,4408,4408,Polyporus squamosus,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Polyporus,squamosus,3,63960
4409,4409,4409,4409,4409,Spongipellis pachyodon,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Spongipellis,pachyodon,2,63960
4410,4410,4410,4410,4410,Steccherinum ochraceum,Ochre Spreading Tooth ,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Steccherinum,ochraceum,2,63960
4411,4411,4411,4411,4411,Poronidulus conchifer,Little nest polypore ,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Poronidulus,conchifer,2,63960
4412,4412,4412,4412,4412,Lenzites elegans,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Lenzites,elegans,2,63960
4413,4413,4413,4413,4413,Xylobolus subpileatus,Bacon of the Woods ,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Xylobolus,subpileatus,0,63960
4414,4414,4414,4414,4414,Boletus curtisii,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Boletus,curtisii,3,63960
4415,4415,4415,4415,4415,Fuligo septica,Dog Vomit Slime Mold ,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Fuligo,septica,0,63960
4416,4416,4416,4416,4416,Gymnopilus luteofolius,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Gymnopilus,luteofolius,5,63960
4417,4417,4417,4417,4417,Inonotus dryadeus,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Inonotus,dryadeus,2,63960
4418,4418,4418,4418,4418,Mycena leaiana,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Mycena,leaiana,0,63960
4419,4419,4419,4419,4419,Pleurotus pulmonarius,Pale oyster ,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Pleurotus,pulmonarius,3,63960
4420,4420,4420,4420,4420,Polyporus badius,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Polyporus,badius,2,63960
4421,4421,4421,4421,4421,Terana caerulea,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Terana,caerulea,0,63960
4422,4422,4422,4422,4422,Spongipellis pachyodon,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Spongipellis,pachyodon,2,63960
4423,4423,4423,4423,4423,Syzygites megalocarpus,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Syzygites,megalocarpus,0,63960
4424,4424,4424,4424,4424,Xeromphalina campanella,Fuzzy Foot ,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Xeromphalina,campanella,2,63960
4425,4425,4425,4425,4425,Xylaria longipes,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Xylaria,longipes,2,63960
4426,4426,4426,4426,4426,Xylobolus frustulatus,Ceramic Parchment ,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Xylobolus,frustulatus,2,63960
4427,4427,4427,4427,4427,Xylobolus subpileatum,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Xylobolus,subpileatum,0,63960
4428,4428,4428,4428,4428,Trametes versicolor,Turkeytail ,2007-11-03,Babler State Park,11,2007,3,Trametes,versicolor,4,63005
4429,4429,4429,4429,4429,Ganoderma lipsiense,,2007-11-03,Babler State Park,11,2007,3,Ganoderma,lipsiense,0,63005
4430,4430,4430,4430,4430,Auricularia auricula-judae,Jelly ear,2007-11-03,Babler State Park,11,2007,3,Auricularia,auricula-judae,4,63005
4431,4431,4431,4431,4431,Mycena leaiana,,2007-11-03,Babler State Park,11,2007,3,Mycena,leaiana,0,63005
4432,4432,4432,4432,4432,Schizophyllum commune,Common Split Gill ,2007-11-03,Babler State Park,11,2007,3,Schizophyllum,commune,0,63005
4433,4433,4433,4433,4433,Flammulina velutipes,,2007-11-03,Babler State Park,11,2007,3,Flammulina,velutipes,3,63005
4434,4434,4434,4434,4434,Laetiporus sulphureus,Chicken of the woods ,2007-11-03,Babler State Park,11,2007,3,Laetiporus,sulphureus,4,63005
4435,4435,4435,4435,4435,Hericium erinaceus,Bearded tooth ,2007-11-03,Babler State Park,11,2007,3,Hericium,erinaceus,4,63005
4436,4436,4436,4436,4436,Polyporus badius,,2007-11-03,Babler State Park,11,2007,3,Polyporus,badius,2,63005
4437,4437,4437,4437,4437,Polyporus squamosus,,2007-11-03,Babler State Park,11,2007,3,Polyporus,squamosus,3,63005
4438,4438,4438,4438,4438,Fuligo septica,Dog Vomit Slime Mold ,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Fuligo,septica,0,63960
4439,4439,4439,4439,4439,Ganoderma lucidum,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Ganoderma,lucidum,4,63960
4440,4440,4440,4440,4440,Hericium coralloides,Coral tooth ,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Hericium,coralloides,4,63960
4441,4441,4441,4441,4441,Lenzites betulinus,Gilled Polypore ,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Lenzites,betulinus,2,63960
4442,4442,4442,4442,4442,Leucoagaricus americanus,Reddening Lepiota ,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Leucoagaricus,americanus,2,63960
4443,4443,4443,4443,4443,Mycorrhaphium adustum,Kidney-shaped Tooth ,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Mycorrhaphium,adustum,2,63960
4444,4444,4444,4444,4444,Postia tephroleuca,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Postia,tephroleuca,0,63960
4445,4445,4445,4445,4445,Phellinus rimosus,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Phellinus,rimosus,0,63960
4446,4446,4446,4446,4446,Parmotrema hypotropum,Powdered ruffle lichen ,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Parmotrema,hypotropum,0,63960
4447,4447,4447,4447,4447,Lentinus levis,Giant Panus ,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Lentinus,levis,3,63960
4448,4448,4448,4448,4448,Polyporus badius,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Polyporus,badius,2,63960
4449,4449,4449,4449,4449,Lenzites elegans,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Lenzites,elegans,2,63960
4450,4450,4450,4450,4450,Austroboletus gracilis,,2006-09-16,Mingo National Wildlife Refuge,9,2006,16,Austroboletus,gracilis,0,63960
4451,4451,4451,4451,4451,Craterellus fallax,Black Trumpet ,2007-07-14,Babler State Park,7,2007,14,Craterellus,fallax,3,63005
4452,4452,4452,4452,4452,Auricularia auricula-judae,Jelly ear,2007-07-14,Babler State Park,7,2007,14,Auricularia,auricula-judae,4,63005
4453,4453,4453,4453,4453,Sarcoscypha coccinea,,2007-07-14,Babler State Park,7,2007,14,Sarcoscypha,coccinea,0,63005
4454,4454,4454,4454,4454,Microstoma floccosa,,2007-07-14,Babler State Park,7,2007,14,Microstoma,floccosa,2,63005
4455,4455,4455,4455,4455,Galiella rufa,Hairy rubber cup ,2007-07-14,Babler State Park,7,2007,14,Galiella,rufa,0,63005
4456,4456,4456,4456,4456,Stereum ostrea,False turkeytail ,2007-07-14,Babler State Park,7,2007,14,Stereum,ostrea,2,63005
4457,4457,4457,4457,4457,Amanita floccosa,,2007-07-14,Babler State Park,7,2007,14,Amanita,floccosa,0,63005
4458,4458,4458,4458,4458,Sebacina pallida,,2007-07-14,Babler State Park,7,2007,14,Sebacina,pallida,2,63005
4459,4459,4459,4459,4459,Pluteus cervinus,Deer shield ,2007-07-14,Babler State Park,7,2007,14,Pluteus,cervinus,0,63005
4460,4460,4460,4460,4460,Trametes hirsuta,Hairy bracket ,2008-06-21,Ha Ha Tonka State Park,6,2008,21,Trametes,hirsuta,2,65020
4461,4461,4461,4461,4461,Trichaptum biforme,Violet Toothed Polypore ,2008-06-21,Ha Ha Tonka State Park,6,2008,21,Trichaptum,biforme,2,65020
4462,4462,4462,4462,4462,Tyromyces chioneus,White Cheese Polypore ,2008-06-21,Ha Ha Tonka State Park,6,2008,21,Tyromyces,chioneus,2,65020
4463,4463,4463,4463,4463,Hydnellum spongiosipes,Spongy-footed Tooth ,2008-06-21,Ha Ha Tonka State Park,6,2008,21,Hydnellum,spongiosipes,2,65020
4464,4464,4464,4464,4464,Thelephora terrestris f. concrescens,,2008-06-21,Ha Ha Tonka State Park,6,2008,21,Thelephora,terrestris,0,65020
4465,4465,4465,4465,4465,Thelephora vialis,,2008-06-21,Ha Ha Tonka State Park,6,2008,21,Thelephora,vialis,0,65020
4466,4466,4466,4466,4466,Lactarius argillaceifolius var. argillaceifolius,,2008-06-21,Ha Ha Tonka State Park,6,2008,21,Lactarius,argillaceifolius,0,65020
4467,4467,4467,4467,4467,Lactifluus corrugis,Corrugated-cap Milky ,2008-06-21,Ha Ha Tonka State Park,6,2008,21,Lactifluus,corrugis,3,65020
4468,4468,4468,4468,4468,Amanita bisporigera,Eastern North American Destroying Angel,2008-06-21,Ha Ha Tonka State Park,6,2008,21,Amanita,bisporigera,1,65020
4469,4469,4469,4469,4469,Amanita brunnescens,Cleft-foot Amanita,2008-06-21,Ha Ha Tonka State Park,6,2008,21,Amanita,brunnescens,1,65020
4470,4470,4470,4470,4470,Amanita cokeri,Coker's Lepidella,2008-06-21,Ha Ha Tonka State Park,6,2008,21,Amanita,cokeri,1,65020
4471,4471,4471,4471,4471,Amanita flavoconia,Yellow Patches,2008-06-21,Ha Ha Tonka State Park,6,2008,21,Amanita,flavoconia,0,65020
4472,4472,4472,4472,4472,Lycogala terrestris,,2008-09-20,Sam A Baker Park,9,2008,20,Lycogala,terrestris,0,63956
4473,4473,4473,4473,4473,Lentinellus ursinus,Bear Lentinus ,2008-09-20,Mingo National Wildlife Refuge,9,2008,20,Lentinellus,ursinus,2,63960
4474,4474,4474,4474,4474,Tylopilus ferrugineus,Rusty bolete ,2008-09-20,Mingo National Wildlife Refuge,9,2008,20,Tylopilus,ferrugineus,0,63960
4475,4475,4475,4475,4475,Galiella rufa,Hairy rubber cup ,2008-09-19,Sam A Baker Park,9,2008,19,Galiella,rufa,0,63956
4476,4476,4476,4476,4476,Sarcoscypha dudleyi,,2008-09-20,Mingo National Wildlife Refuge,9,2008,20,Sarcoscypha,dudleyi,0,63960
4477,4477,4477,4477,4477,Tremella mesenterica,Witches' Butter ,2008-09-20,Mingo National Wildlife Refuge,9,2008,20,Tremella,mesenterica,3,63960
4478,4478,4478,4478,4478,Auricularia auricula-judae,Jelly ear,2008-09-19,Camp Latonka,9,2008,19,Auricularia,auricula-judae,4,63966
4479,4479,4479,4479,4479,Calocera cornea,Club-like tuning fork ,2008-09-20,Mingo National Wildlife Refuge,9,2008,20,Calocera,cornea,2,63960
4480,4480,4480,4480,4480,Hericium erinaceus,Bearded tooth ,2008-09-20,Mingo National Wildlife Refuge,9,2008,20,Hericium,erinaceus,4,63960
4481,4481,4481,4481,4481,Cantharellus appalachiensis,,2008-09-20,Mingo National Wildlife Refuge,9,2008,20,Cantharellus,appalachiensis,3,63960
4482,4482,4482,4482,4482,Craterellus cornucopiodes,,2008-09-19,Sam A Baker Park,9,2008,19,Craterellus,cornucopiodes,3,63956
4483,4483,4483,4483,4483,Cantharellus cibarius,Chanterelle ,2008-09-19,Camp Latonka,9,2008,19,Cantharellus,cibarius,3,63966
4484,4484,4484,4484,4484,Cantharellus minor,Small Chanterelle ,2008-09-20,Mingo National Wildlife Refuge,9,2008,20,Cantharellus,minor,3,63960
4485,4485,4485,4485,4485,Cantharellus cinnabarinus,Cinnabar chanterelle ,2008-09-19,Sam A Baker Park,9,2008,19,Cantharellus,cinnabarinus,3,63956
4486,4486,4486,4486,4486,Cantharellus lateritius,Smooth Chanterelle ,2008-09-20,Mingo National Wildlife Refuge,9,2008,20,Cantharellus,lateritius,3,63960
4487,4487,4487,4487,4487,Panellus stipticus,Bitter oysterling ,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Panellus,stipticus,2,63960
4488,4488,4488,4488,4488,Lenzites elegans,,2011-09-16,Otter Slough Conservation Area,9,2011,16,Lenzites,elegans,2,63841
4489,4489,4489,4489,4489,Lentinus tigrinus,Tiger sawgill ,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Lentinus,tigrinus,3,63960
4490,4490,4490,4490,4490,Gymnopilus liquiritiae,,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Gymnopilus,liquiritiae,2,63960
4491,4491,4491,4491,4491,Pleurotus pulmonarius,Pale oyster ,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Pleurotus,pulmonarius,3,63960
4492,4492,4492,4492,4492,Lentinus levis,Giant Panus ,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Lentinus,levis,3,63960
4493,4493,4493,4493,4493,Lentinus levis,Giant Panus ,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Lentinus,levis,3,63960
4494,4494,4494,4494,4494,Lenzites elegans,,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Lenzites,elegans,2,63960
4495,4495,4495,4495,4495,Auricularia auricula-judae,Jelly ear,2012-06-23,"Trail of Tears State Park, Missouri",6,2012,23,Auricularia,auricula-judae,4,63755
4496,4496,4496,4496,4496,Bolbitius reticulatus,Netted fieldcap,2012-06-23,"Trail of Tears State Park, Missouri",6,2012,23,Bolbitius,reticulatus,0,63755
4497,4497,4497,4497,4497,Schizophyllum commune,Common Split Gill ,2012-06-23,"Trail of Tears State Park, Missouri",6,2012,23,Schizophyllum,commune,0,63755
4498,4498,4498,4498,4498,Limacella glioderma,,2012-06-23,"Trail of Tears State Park, Missouri",6,2012,23,Limacella,glioderma,0,63755
4499,4499,4499,4499,4499,Stereum ostrea,False turkeytail ,2012-06-23,"Trail of Tears State Park, Missouri",6,2012,23,Stereum,ostrea,2,63755
4500,4500,4500,4500,4500,Phaeocalicium polyporaeum,Fairy pins ,2012-06-23,"Trail of Tears State Park, Missouri",6,2012,23,Phaeocalicium,polyporaeum,0,63755
4501,4501,4501,4501,4501,Gleoporus dichrous,,2012-06-23,"Trail of Tears State Park, Missouri",6,2012,23,Gleoporus,dichrous,2,63755
4502,4502,4502,4502,4502,Panellus stipticus,Bitter oysterling ,2012-06-23,"Trail of Tears State Park, Missouri",6,2012,23,Panellus,stipticus,2,63755
4503,4503,4503,4503,4503,Irpex lacteus,Milk-white Toothed Polypore ,2012-06-23,"Trail of Tears State Park, Missouri",6,2012,23,Irpex,lacteus,2,63755
4504,4504,4504,4504,4504,Hypholoma fasciculare,Sulphur tuft ,2012-06-23,"Trail of Tears State Park, Missouri",6,2012,23,Hypholoma,fasciculare,1,63755
4505,4505,4505,4505,4505,Kretzschmaria deusta,Brittle cinder ,2012-06-23,"Trail of Tears State Park, Missouri",6,2012,23,Kretzschmaria,deusta,0,63755
4506,4506,4506,4506,4506,Trichaptum biforme,Violet Toothed Polypore ,2010-08-21,Babler State Park,8,2010,21,Trichaptum,biforme,2,63005
4507,4507,4507,4507,4507,Agaricus sylvicola,,2010-08-21,Babler State Park,8,2010,21,Agaricus,sylvicola,3,63005
4508,4508,4508,4508,4508,Laccaria ochropurpurea,Purple-gilled Laccaria ,2010-08-21,Babler State Park,8,2010,21,Laccaria,ochropurpurea,3,63005
4509,4509,4509,4509,4509,Hymenopellis radicata,,2010-08-21,Babler State Park,8,2010,21,Hymenopellis,radicata,3,63005
4510,4510,4510,4510,4510,Amanita vaginata,,2010-07-17,Meramec State Park,7,2010,17,Amanita,vaginata,3,63038
4511,4511,4511,4511,4511,Chrysomphalina strombodes,,2010-07-17,Meramec State Park,7,2010,17,Chrysomphalina,strombodes,0,63038
4512,4512,4512,4512,4512,Lactifluus glaucescens,,2010-07-17,Meramec State Park,7,2010,17,Lactifluus,glaucescens,2,63038
4513,4513,4513,4513,4513,Trametes menziesii,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Trametes,menziesii,0,63960
4514,4514,4514,4514,4514,Trametiopsis cervina,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Trametiopsis,cervina,0,63960
4515,4515,4515,4515,4515,Trichaptum biforme,Violet Toothed Polypore ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Trichaptum,biforme,2,63960
4516,4516,4516,4516,4516,Tyromyces chioneus,White Cheese Polypore ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Tyromyces,chioneus,2,63960
4517,4517,4517,4517,4517,Ganoderma lipsiense,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Ganoderma,lipsiense,0,63960
4518,4518,4518,4518,4518,Xylobolus frustulatus,Ceramic Parchment ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Xylobolus,frustulatus,2,63960
4519,4519,4519,4519,4519,Xylobolus subpileatus,Bacon of the Woods ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Xylobolus,subpileatus,0,63960
4520,4520,4520,4520,4520,Stereum striatum,Silky Parchment ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Stereum,striatum,2,63960
4521,4521,4521,4521,4521,Amanita onusta,Gunpowder amanita,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Amanita,onusta,0,63960
4522,4522,4522,4522,4522,Leucoagaricus americanus,Reddening Lepiota ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Leucoagaricus,americanus,2,63960
4523,4523,4523,4523,4523,Chlorophyllum molybdites,False parasol ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Chlorophyllum,molybdites,1,63960
4524,4524,4524,4524,4524,Irpex lacteus,Milk-white Toothed Polypore ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Irpex,lacteus,2,63960
4525,4525,4525,4525,4525,Fistulina hepatica,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Fistulina,hepatica,3,63960
4526,4526,4526,4526,4526,Russula virescens,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Russula,virescens,3,63960
4527,4527,4527,4527,4527,Russula cyanoxantha var. variata,,2009-09-18,Mingo National Wildlife Refuge,9,2009,18,Russula,cyanoxantha,3,63960
4528,4528,4528,4528,4528,Russula ballouii,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Russula,ballouii,0,63960
4529,4529,4529,4529,4529,Arachnion album,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Arachnion,album,0,63960
4530,4530,4530,4530,4530,Calvatia craniiformis,Brain puffball ,2009-09-18,Coon Island Conservation Area,9,2009,18,Calvatia,craniiformis,3,63961
4531,4531,4531,4531,4531,Boletus curtisii,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Boletus,curtisii,3,63960
4532,4532,4532,4532,4532,Tylopilus alboater,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Tylopilus,alboater,3,63960
4533,4533,4533,4533,4533,Gyroporus castaneus,Chestnut bolete ,2009-09-18,Allred Lake Conservation Area,9,2009,18,Gyroporus,castaneus,3,63954
4534,4534,4534,4534,4534,Boletus innixus,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Boletus,innixus,3,63960
4535,4535,4535,4535,4535,Aureoboletus auriporus,Acidic Golden-pored Bolete ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Aureoboletus,auriporus,3,63960
4536,4536,4536,4536,4536,Boletus illudens,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Boletus,illudens,3,63960
4537,4537,4537,4537,4537,Phylloporus rhodoxanthus,Gilled Bolete ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Phylloporus,rhodoxanthus,3,63960
4538,4538,4538,4538,4538,Boletus campestris,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Boletus,campestris,0,63960
4539,4539,4539,4539,4539,Boletus hortonii,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Boletus,hortonii,3,63960
4540,4540,4540,4540,4540,Psathyrella ochracea,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Psathyrella,ochracea,0,63960
4541,4541,4541,4541,4541,Hypholoma fasciculare,Sulphur tuft ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Hypholoma,fasciculare,1,63960
4542,4542,4542,4542,4542,Cyathus stercoreus,Dung bird's nest ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Cyathus,stercoreus,2,63960
4543,4543,4543,4543,4543,Nidularia pulvinata,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Nidularia,pulvinata,2,63960
4544,4544,4544,4544,4544,Morganella pyriforme,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Morganella,pyriforme,0,63960
4545,4545,4545,4545,4545,Coprinellus disseminatus,Fairy inkcap ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Coprinellus,disseminatus,2,63960
4546,4546,4546,4546,4546,Panus laevis,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Panus,laevis,0,63960
4547,4547,4547,4547,4547,Physarum polycephalum,Many-Headed Slime ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Physarum,polycephalum,0,63960
4548,4548,4548,4548,4548,Pleurotus ostreatus,Oyster mushroom ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Pleurotus,ostreatus,3,63960
4549,4549,4549,4549,4549,Pluteus petasatus,Scaly shield ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Pluteus,petasatus,3,63960
4550,4550,4550,4550,4550,Pluteus atricapillus,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Pluteus,atricapillus,3,63960
4551,4551,4551,4551,4551,Lentinus tigrinus,Tiger sawgill ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Lentinus,tigrinus,3,63960
4552,4552,4552,4552,4552,Neolentinus suffrutescens,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Neolentinus,suffrutescens,0,63960
4553,4553,4553,4553,4553,Omphalotus olearius,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Omphalotus,olearius,1,63960
4554,4554,4554,4554,4554,Gymnopilus junonius,Spectacular rustgill ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Gymnopilus,junonius,0,63960
4555,4555,4555,4555,4555,Gymnopilus liquiritiae,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Gymnopilus,liquiritiae,2,63960
4556,4556,4556,4556,4556,Pholiota polychroa,Variable Pholiota ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Pholiota,polychroa,0,63960
4557,4557,4557,4557,4557,Armillaria mellea,Honey fungus,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Armillaria,mellea,3,63960
4558,4558,4558,4558,4558,Megacollybia platyphylla,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Megacollybia,platyphylla,0,63960
4559,4559,4559,4559,4559,Phyllotopsis nidulans,Orange mock oyster ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Phyllotopsis,nidulans,2,63960
4560,4560,4560,4560,4560,Cheimonophyllum candidissimum,Snowy oysterling ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Cheimonophyllum,candidissimum,0,63960
4561,4561,4561,4561,4561,Lentinellus ursinus,Bear Lentinus ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Lentinellus,ursinus,2,63960
4562,4562,4562,4562,4562,Tricholoma subsulphurium,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Tricholoma,subsulphurium,0,63960
4563,4563,4563,4563,4563,Tricholoma sejunctum,Deceiving knight ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Tricholoma,sejunctum,0,63960
4564,4564,4564,4564,4564,Laccaria bicolor,Bicoloured deceiver ,2009-09-18,Allred Lake Conservation Area,9,2009,18,Laccaria,bicolor,3,63954
4565,4565,4565,4565,4565,Laccaria ochropurpurea,Purple-gilled Laccaria ,2009-09-17,Hawn State Park,9,2009,17,Laccaria,ochropurpurea,3,63670
4566,4566,4566,4566,4566,Laccaria ochropurpurea,Purple-gilled Laccaria ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Laccaria,ochropurpurea,3,63960
4567,4567,4567,4567,4567,Crepidotus crocophyllus,Saffron Crep ,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Crepidotus,crocophyllus,0,63960
4568,4568,4568,4568,4568,Marasmiellus candidus,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Marasmiellus,candidus,0,63960
4569,4569,4569,4569,4569,Marasmius pyrocephalus,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Marasmius,pyrocephalus,0,63960
4570,4570,4570,4570,4570,Flammulaster erinaceellus,,2009-09-19,Mingo National Wildlife Refuge,9,2009,19,Flammulaster,erinaceellus,0,63960
4571,4571,4571,4571,4571,Daldinia concentrica,Carbon Balls ,2012-06-23,"Trail of Tears State Park, Missouri",6,2012,23,Daldinia,concentrica,2,63755
4572,4572,4572,4572,4572,Psathyrella candolleana,Pale brittlestem ,2012-06-23,"Trail of Tears State Park, Missouri",6,2012,23,Psathyrella,candolleana,3,63755
