,current_fungi_name,common_name,foray_date,foray_location,month,year,day,genus,species
5162,Stereum ostrea,False turkeytail ,2010-08-21,Babler State Park,8,2010,21,Stereum,ostrea
5163,Polyporus badius,,2010-08-21,Babler State Park,8,2010,21,Polyporus,badius
5164,Pluteus atricapillus,,2010-08-21,Babler State Park,8,2010,21,Pluteus,atricapillus
5165,Pycnoporus cinnabarinus,,2010-08-21,Babler State Park,8,2010,21,Pycnoporus,cinnabarinus
5166,Lycoperdon pyriforme,Pear-shaped Puffball ,2010-08-21,Babler State Park,8,2010,21,Lycoperdon,pyriforme
5167,Ductifera pululahuana,,2010-08-21,Babler State Park,8,2010,21,Ductifera,pululahuana
5168,Phellinus gilvus,Mustard Yellow Polypore ,2011-09-16,Otter Slough Conservation Area,9,2011,16,Phellinus,gilvus
5169,Phellinus gilvus,Mustard Yellow Polypore ,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Phellinus,gilvus
5170,Lenzites betulinus,Gilled Polypore ,2011-09-16,Otter Slough Conservation Area,9,2011,16,Lenzites,betulinus
5171,Lenzites betulinus,Gilled Polypore ,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Lenzites,betulinus
5172,Stereum ostrea,False turkeytail ,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Stereum,ostrea
5173,Xylobolus frustratus,,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Xylobolus,frustratus
5174,Stereum ostrea,False turkeytail ,2011-09-16,Otter Slough Conservation Area,9,2011,16,Stereum,ostrea
5175,Auricularia auricula-judae,Jelly ear,2012-07-22,Forest 44 Conservation Area,7,2012,22,Auricularia,auricula-judae
5176,Lentinus levis,Giant Panus ,2012-07-22,Forest 44 Conservation Area,7,2012,22,Lentinus,levis
5177,Daedaleopsis confragosa var. confragosa,Blushing bracket ,2012-07-14,Meramec State Park,7,2012,14,Daedaleopsis,confragosa
5178,Boletus curtisii,,2012-07-14,Meramec State Park,7,2012,14,Boletus,curtisii
5179,Phellinus gilvus,Mustard Yellow Polypore ,2012-07-14,Meramec State Park,7,2012,14,Phellinus,gilvus
5180,Phellinus robiniae,,2012-07-14,Meramec State Park,7,2012,14,Phellinus,robiniae
5181,Meripilus giganteus,,2012-07-14,Meramec State Park,7,2012,14,Meripilus,giganteus
5182,Stereum ostrea,False turkeytail ,2012-07-14,Meramec State Park,7,2012,14,Stereum,ostrea
5183,Ganoderma lipsiense,,2012-07-14,Meramec State Park,7,2012,14,Ganoderma,lipsiense
5184,Lycogala epidendrum,Wolf's Milk ,2012-07-14,Meramec State Park,7,2012,14,Lycogala,epidendrum
5185,Pluteus atricapillus,,2012-07-14,Meramec State Park,7,2012,14,Pluteus,atricapillus
5186,Trametes versicolor,Turkeytail ,2012-07-14,Meramec State Park,7,2012,14,Trametes,versicolor
5187,Lycoperdon pyriforme,Pear-shaped Puffball ,2012-07-14,Meramec State Park,7,2012,14,Lycoperdon,pyriforme
5188,Suillus luteus,,2012-07-14,Meramec State Park,7,2012,14,Suillus,luteus
5189,Parasola plicatilis,Japanese Umbrella Inky ,2012-07-14,Meramec State Park,7,2012,14,Parasola,plicatilis
5190,Sebacina pallida,,2012-07-14,Meramec State Park,7,2012,14,Sebacina,pallida
5191,Phanerochaete chrysorhiza,,2012-07-14,Meramec State Park,7,2012,14,Phanerochaete,chrysorhiza
5192,Ischnoderma benzoinum,Resinous Polypore ,2012-07-14,Meramec State Park,7,2012,14,Ischnoderma,benzoinum
5193,Trichaptum biforme,Violet Toothed Polypore ,2012-08-25,Castlewood State Park,8,2012,25,Trichaptum,biforme
5194,Pleurotus ostreatus,Oyster mushroom ,2012-08-25,Castlewood State Park,8,2012,25,Pleurotus,ostreatus
5195,Fuligo septica,Dog Vomit Slime Mold ,2012-08-25,Castlewood State Park,8,2012,25,Fuligo,septica
5196,Lentinellus ursinus,Bear Lentinus ,2012-08-25,Castlewood State Park,8,2012,25,Lentinellus,ursinus
5197,Stereum ostrea,False turkeytail ,2012-08-25,Castlewood State Park,8,2012,25,Stereum,ostrea
5198,Polyporus squamosus,,2012-08-25,Castlewood State Park,8,2012,25,Polyporus,squamosus
5199,Hericium erinaceus,Bearded tooth ,2011-10-16,Green Rock Trail,10,2011,16,Hericium,erinaceus
5200,Laetiporus sulphureus,Chicken of the woods ,2011-10-16,Green Rock Trail,10,2011,16,Laetiporus,sulphureus
5201,Stereum ostrea,False turkeytail ,2011-10-16,Green Rock Trail,10,2011,16,Stereum,ostrea
5202,Pluteus atricapillus,,2011-10-16,Green Rock Trail,10,2011,16,Pluteus,atricapillus
5203,Ductifera pululahuana,,2012-06-17,Babler State Park,6,2012,17,Ductifera,pululahuana
5204,Hericium erinaceus,Bearded tooth ,2012-06-17,Babler State Park,6,2012,17,Hericium,erinaceus
5205,Pluteus atricapillus,,2012-06-17,Babler State Park,6,2012,17,Pluteus,atricapillus
5206,Sarcoscypha occidentalis,Stalked Scarlet Cup ,2012-06-17,Babler State Park,6,2012,17,Sarcoscypha,occidentalis
5207,Schizophyllum commune,Common Split Gill ,2012-06-17,Babler State Park,6,2012,17,Schizophyllum,commune
5208,Stereum ostrea,False turkeytail ,2012-06-17,Babler State Park,6,2012,17,Stereum,ostrea
5209,Trichaptum biforme,Violet Toothed Polypore ,2012-06-17,Babler State Park,6,2012,17,Trichaptum,biforme
5210,Ganoderma lipsiense,,2012-06-17,Babler State Park,6,2012,17,Ganoderma,lipsiense
5211,Amanita onusta,Gunpowder amanita,2012-06-17,Babler State Park,6,2012,17,Amanita,onusta
5212,Polyporus alveolaris,,2012-06-17,Babler State Park,6,2012,17,Polyporus,alveolaris
5213,Cantharellus lateritius,Smooth Chanterelle ,2012-06-17,Babler State Park,6,2012,17,Cantharellus,lateritius
5214,Auricularia auricula-judae,Jelly ear,2012-06-17,Babler State Park,6,2012,17,Auricularia,auricula-judae
5215,Daedaleopsis confragosa var. confragosa,Blushing bracket ,2012-06-17,Babler State Park,6,2012,17,Daedaleopsis,confragosa
5216,Tremella mesenterica,Witches' Butter ,2012-06-06,"Salt Lick Trail, Valmeyer IL",6,2012,6,Tremella,mesenterica
5217,Auricularia auricula-judae,Jelly ear,2012-06-06,"Salt Lick Trail, Valmeyer IL",6,2012,6,Auricularia,auricula-judae
5218,Stereum ostrea,False turkeytail ,2012-06-06,"Salt Lick Trail, Valmeyer IL",6,2012,6,Stereum,ostrea
5219,Stereum ostrea,False turkeytail ,2012-07-07,Hawn State Park,7,2012,7,Stereum,ostrea
5220,Phellinus gilvus,Mustard Yellow Polypore ,2012-07-07,Hawn State Park,7,2012,7,Phellinus,gilvus
5221,Trichaptum biforme,Violet Toothed Polypore ,2012-07-07,Hawn State Park,7,2012,7,Trichaptum,biforme
5222,Morchella esculenta,,2012-04-12,"Moone Athey Farm, Augusta",4,2012,12,Morchella,esculenta
5223,Urnula craterium,Devil's urn ,2012-04-12,"Moone Athey Farm, Augusta",4,2012,12,Urnula,craterium
5224,Stereum ostrea,False turkeytail ,2012-04-12,"Moone Athey Farm, Augusta",4,2012,12,Stereum,ostrea
5225,Trametes versicolor,Turkeytail ,2012-04-12,"Moone Athey Farm, Augusta",4,2012,12,Trametes,versicolor
5226,Polyporus arcularius,,2012-04-12,"Moone Athey Farm, Augusta",4,2012,12,Polyporus,arcularius
5227,Perenniporia fraxinophila,,2012-04-12,"Moone Athey Farm, Augusta",4,2012,12,Perenniporia,fraxinophila
5228,Sarcoscypha occidentalis,Stalked Scarlet Cup ,2012-04-12,"Moone Athey Farm, Augusta",4,2012,12,Sarcoscypha,occidentalis
5229,Morchella esculenta,,2011-04-24,Ted Shanks Wildlife Management,4,2011,24,Morchella,esculenta
5230,Mitrophora semilibera,,2011-04-24,Ted Shanks Wildlife Management,4,2011,24,Mitrophora,semilibera
5231,Polyporus badius,,2011-04-24,Ted Shanks Wildlife Management,4,2011,24,Polyporus,badius
5232,Urnula craterium,Devil's urn ,2011-04-24,Ted Shanks Wildlife Management,4,2011,24,Urnula,craterium
5233,Stereum complicatum,Crowded parchment ,2011-04-24,Ted Shanks Wildlife Management,4,2011,24,Stereum,complicatum
5234,Stereum ostrea,False turkeytail ,2011-04-24,Ted Shanks Wildlife Management,4,2011,24,Stereum,ostrea
5235,Trichaptum biforme,Violet Toothed Polypore ,2011-04-24,Ted Shanks Wildlife Management,4,2011,24,Trichaptum,biforme
5236,Morchella angusticeps,,2011-04-24,Ted Shanks Wildlife Management,4,2011,24,Morchella,angusticeps
5237,Trametes versicolor,Turkeytail ,2011-04-24,Ted Shanks Wildlife Management,4,2011,24,Trametes,versicolor
5238,Exidia recisa,Amber jelly ,2011-04-24,Ted Shanks Wildlife Management,4,2011,24,Exidia,recisa
5239,Flammulina velutipes,,2011-04-24,Ted Shanks Wildlife Management,4,2011,24,Flammulina,velutipes
5240,Daedaleopsis confragosa var. confragosa,Blushing bracket ,2011-04-24,Ted Shanks Wildlife Management,4,2011,24,Daedaleopsis,confragosa
5241,Hygrocybe conica,Blackening waxcap ,2011-04-24,Ted Shanks Wildlife Management,4,2011,24,Hygrocybe,conica
5242,Stereum ostrea,False turkeytail ,2012-07-10,Babler State Park,7,2012,10,Stereum,ostrea
5243,Amanita bisporigera,Eastern North American Destroying Angel,2011-07-09,Hawn State Park,7,2011,9,Amanita,bisporigera
5244,Amanita flavoconia,Yellow Patches,2011-07-09,Hawn State Park,7,2011,9,Amanita,flavoconia
5245,Amanita citrina,,2011-07-09,Hawn State Park,7,2011,9,Amanita,citrina
5246,Amanita rubescens,Eurasian Blusher,2011-07-09,Hawn State Park,7,2011,9,Amanita,rubescens
5247,Saproamanita thiersii,Thiers' Lepidella,2011-07-09,Hawn State Park,7,2011,9,Saproamanita,thiersii
5248,Boletus separans,,2011-07-09,Hawn State Park,7,2011,9,Boletus,separans
5249,Amanita jacksonii,American Caesar's Mushroom,2011-07-09,Hawn State Park,7,2011,9,Amanita,jacksonii
5250,Galiella rufa,Hairy rubber cup ,2011-07-09,Hawn State Park,7,2011,9,Galiella,rufa
5251,Phylloporus rhodoxanthus,Gilled Bolete ,2011-07-09,Hawn State Park,7,2011,9,Phylloporus,rhodoxanthus
5252,Lycoperdon perlatum,Common puffball ,2011-07-09,Hawn State Park,7,2011,9,Lycoperdon,perlatum
5253,Cantharellus lateritius,Smooth Chanterelle ,2011-07-09,Hawn State Park,7,2011,9,Cantharellus,lateritius
5254,Cantharellus cinnabarinus,Cinnabar chanterelle ,2011-07-09,Hawn State Park,7,2011,9,Cantharellus,cinnabarinus
5255,Russula crustosa,Green Quilt Russula ,2011-07-09,Hawn State Park,7,2011,9,Russula,crustosa
5256,Lactifluus corrugis,Corrugated-cap Milky ,2011-07-09,Hawn State Park,7,2011,9,Lactifluus,corrugis
5257,Lactarius volemus,Apricot Milk Cap ,2011-07-09,Hawn State Park,7,2011,9,Lactarius,volemus
5258,Amanita volvata,American Amidella,2011-07-09,Hawn State Park,7,2011,9,Amanita,volvata
5259,Butyriboletus frostii,Frost's Bolete,2011-07-09,Hawn State Park,7,2011,9,Butyriboletus,frostii
5260,Meripilus giganteus,,2011-07-09,Hawn State Park,7,2011,9,Meripilus,giganteus
5261,Lactarius indigo,Diminutive Indigo Milk Cap ,2011-07-09,Hawn State Park,7,2011,9,Lactarius,indigo
5262,Strobilomyces confusus,,2011-07-09,Hawn State Park,7,2011,9,Strobilomyces,confusus
5263,Amanita rhopalopus,American Club-Footed Lepidella,2011-07-09,Hawn State Park,7,2011,9,Amanita,rhopalopus
5264,Boletus hortonii,,2011-07-09,Hawn State Park,7,2011,9,Boletus,hortonii
5265,Amanita banningiana,,2011-07-09,Hawn State Park,7,2011,9,Amanita,banningiana
5266,Bjerkandera adusta,Smoky bracket,2012-06-23,"Trail of Tears State Park, Missouri",6,2012,23,Bjerkandera,adusta
5267,Lenzites elegans,,2012-06-23,"Trail of Tears State Park, Missouri",6,2012,23,Lenzites,elegans
5268,Polyporus varius,,2012-06-23,"Trail of Tears State Park, Missouri",6,2012,23,Polyporus,varius
5269,Galiella rufa,Hairy rubber cup ,2012-06-23,"Trail of Tears State Park, Missouri",6,2012,23,Galiella,rufa
5270,Microstoma floccosum,,2012-06-23,"Trail of Tears State Park, Missouri",6,2012,23,Microstoma,floccosum
5271,Trichaptum biforme,Violet Toothed Polypore ,2012-06-23,"Trail of Tears State Park, Missouri",6,2012,23,Trichaptum,biforme
5272,Stemonitis splendens,Chocolate tube slime ,2012-06-23,"Trail of Tears State Park, Missouri",6,2012,23,Stemonitis,splendens
5273,Amanita bisporigera,Eastern North American Destroying Angel,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Amanita,bisporigera
5274,Agaricus placomyces,Flat-cap Agaric,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Agaricus,placomyces
5275,Amanita wellsii,Salmon Amanita,2010-09-25,Camp Latonka,9,2010,25,Amanita,wellsii
5276,Aureoboletus auriporus,Acidic Golden-pored Bolete ,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Aureoboletus,auriporus
5277,Boletus chrysenteroides,,2010-09-24,Coldwater Conservation Area,9,2010,24,Boletus,chrysenteroides
5278,Xanthoconium purpureum,,2010-09-24,Coldwater Conservation Area,9,2010,24,Xanthoconium,purpureum
5279,Boletus variipes,,2010-09-24,Coldwater Conservation Area,9,2010,24,Boletus,variipes
5280,Tylopilus alboater,,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Tylopilus,alboater
5281,Boletus pallidus,Pallid Bolete,2010-09-24,Coldwater Conservation Area,9,2010,24,Boletus,pallidus
5282,Phylloporus rhodoxanthus,Gilled Bolete ,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Phylloporus,rhodoxanthus
5283,Boletus sensibilis,,2010-09-24,Coldwater Conservation Area,9,2010,24,Boletus,sensibilis
5284,Gyrodon merulioides,,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Gyrodon,merulioides
5285,Gyrodon merulioides,,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Gyrodon,merulioides
5286,Leccinum rugosiceps,Wrinkled bolete ,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Leccinum,rugosiceps
5287,Leccinum rugosiceps,Wrinkled bolete ,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Leccinum,rugosiceps
5288,Boletus bicolor,,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Boletus,bicolor
5289,Boletus separans,,2010-09-24,University of Missouri Forestry Camp,9,2010,24,Boletus,separans
5290,Boletus separans,,2010-09-24,Lake Wappapello State Park,9,2010,24,Boletus,separans
5291,Leccinum rugosiceps,Wrinkled bolete ,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Leccinum,rugosiceps
5292,Aureoboletus auriporus,Acidic Golden-pored Bolete ,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Aureoboletus,auriporus
5293,Retiboletus griseus,Gray Bolete ,2010-09-24,Coldwater Conservation Area,9,2010,24,Retiboletus,griseus
5294,Boletus roodyi,,2010-09-24,Coldwater Conservation Area,9,2010,24,Boletus,roodyi
5295,Boletus innixus,,2010-09-24,Coldwater Conservation Area,9,2010,24,Boletus,innixus
5296,Tylopilus rubrobrunneus,Reddish-brown Bitter Bolete ,2010-09-24,University of Missouri Forestry Camp,9,2010,24,Tylopilus,rubrobrunneus
5297,Tylopilus rubrobrunneus,Reddish-brown Bitter Bolete ,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Tylopilus,rubrobrunneus
5298,Butyriboletus frostii,Frost's Bolete,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Butyriboletus,frostii
5299,Boletus subvelutipes,,2010-09-24,Coldwater Conservation Area,9,2010,24,Boletus,subvelutipes
5300,Hericium coralloides,Coral tooth ,2010-09-24,Camp Latonka,9,2010,24,Hericium,coralloides
5301,Hericium coralloides,Coral tooth ,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Hericium,coralloides
5302,Hericium erinaceus,Bearded tooth ,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Hericium,erinaceus
5303,Boletus curtisii,,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Boletus,curtisii
5304,Boletus curtisii,,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Boletus,curtisii
5305,Boletus curtisii,,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Boletus,curtisii
5306,Boletus curtisii,,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Boletus,curtisii
5307,Boletus curtisii,,2010-09-24,Lake Wappapello State Park,9,2010,24,Boletus,curtisii
5308,Cantharellus cibarius,Chanterelle ,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Cantharellus,cibarius
5309,Mycorrhaphium adustum,Kidney-shaped Tooth ,2010-09-24,Coldwater Conservation Area,9,2010,24,Mycorrhaphium,adustum
5310,Podoscypha aculeata,,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Podoscypha,aculeata
5311,Irpex lacteus,Milk-white Toothed Polypore ,2010-09-25,Mingo National Wildlife Refuge,9,2010,25,Irpex,lacteus
5312,Trametes versicolor,Turkeytail ,2011-07-02,Ha Ha Tonka State Park,7,2011,2,Trametes,versicolor
5313,Arcyria denudata,,2011-07-02,Ha Ha Tonka State Park,7,2011,2,Arcyria,denudata
5314,Marasmius rotula,Collared parachute ,2011-07-02,Ha Ha Tonka State Park,7,2011,2,Marasmius,rotula
5315,Bondarzewia berkeleyi,,2011-07-02,Ha Ha Tonka State Park,7,2011,2,Bondarzewia,berkeleyi
5316,Lactarius volemus,Apricot Milk Cap ,2011-07-02,Ha Ha Tonka State Park,7,2011,2,Lactarius,volemus
5317,Russula compacta,Firm Russula ,2011-07-02,Ha Ha Tonka State Park,7,2011,2,Russula,compacta
5318,Hapalopilus nidulans,,2011-07-02,Ha Ha Tonka State Park,7,2011,2,Hapalopilus,nidulans
5319,Psathyrella incerta,,2011-07-02,Ha Ha Tonka State Park,7,2011,2,Psathyrella,incerta
5320,Lactifluus glaucescens,,2011-07-02,Ha Ha Tonka State Park,7,2011,2,Lactifluus,glaucescens
5321,Xanthoconium purpureum,,2011-07-02,Ha Ha Tonka State Park,7,2011,2,Xanthoconium,purpureum
5322,Boletus ornatipes,,2011-07-02,Ha Ha Tonka State Park,7,2011,2,Boletus,ornatipes
5323,Gyroporus purpurinus,Red Gyroporus ,2011-07-02,Ha Ha Tonka State Park,7,2011,2,Gyroporus,purpurinus
5324,Stereum ostrea,False turkeytail ,2011-09-04,Rockwood Reservation,9,2011,4,Stereum,ostrea
5325,Trametes versicolor,Turkeytail ,2011-09-04,Rockwood Reservation,9,2011,4,Trametes,versicolor
5326,Lenzites betulinus,Gilled Polypore ,2011-09-04,Rockwood Reservation,9,2011,4,Lenzites,betulinus
5327,Polyporus badius,,2011-09-04,Rockwood Reservation,9,2011,4,Polyporus,badius
5328,Schizophyllum commune,Common Split Gill ,2011-09-04,Rockwood Reservation,9,2011,4,Schizophyllum,commune
5329,Auricularia auricula-judae,Jelly ear,2011-09-04,Rockwood Reservation,9,2011,4,Auricularia,auricula-judae
5330,Pleurotus ostreatus,Oyster mushroom ,2011-09-04,Rockwood Reservation,9,2011,4,Pleurotus,ostreatus
5331,Phellinus gilvus,Mustard Yellow Polypore ,2011-09-04,Rockwood Reservation,9,2011,4,Phellinus,gilvus
5332,Ganoderma lipsiense,,2011-09-04,Rockwood Reservation,9,2011,4,Ganoderma,lipsiense
5333,Aureoboletus auriporus,Acidic Golden-pored Bolete ,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Aureoboletus,auriporus
5334,Pisolithus arrhizus,,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Pisolithus,arrhizus
5335,Scleroderma cepa,,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Scleroderma,cepa
5336,Fuligo septica,Dog Vomit Slime Mold ,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Fuligo,septica
5337,Auricularia auricula-judae,Jelly ear,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Auricularia,auricula-judae
5338,Dacryopinax spathularia,Fan shaped jelly ,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Dacryopinax,spathularia
5339,Tremella fuciformis,Silver ear ,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Tremella,fuciformis
5340,Tremella mesenterica,Witches' Butter ,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Tremella,mesenterica
5341,Trametopsis cervina,,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Trametopsis,cervina
5342,Calocera cornea,Club-like tuning fork ,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Calocera,cornea
5343,Cyathus striatus,,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Cyathus,striatus
5344,Helicogloea compressa,,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Helicogloea,compressa
5345,Xylaria polymorpha,Dead man's fingers ,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Xylaria,polymorpha
5346,Daldinia concentrica,Carbon Balls ,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Daldinia,concentrica
5347,Hypoxylon fragiforme,Beech woodwart ,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Hypoxylon,fragiforme
5348,Microporellus obovatus,,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Microporellus,obovatus
5349,Lentinus strigosus,,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Lentinus,strigosus
5350,Leucoagaricus americanus,Reddening Lepiota ,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Leucoagaricus,americanus
5351,Marasmiellus biformis,,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Marasmiellus,biformis
5352,Gymnopus iocephalus,,2011-09-17,Mingo National Wildlife Refuge,9,2011,17,Gymnopus,iocephalus
5353,Panellus stipticus,Bitter oysterling ,2011-09-16,Coldwater Conservation Area,9,2011,16,Panellus,stipticus
5354,Omphalotus olearius,,2010-07-17,Meramec State Park,7,2010,17,Omphalotus,olearius
